METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
HPIPONM226S,01-04-2001,148.78,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),124,148.78,,,,,,,,,,,,,
HPIPONM226S,01-05-2001,149.45,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),125,149.45,,,,,,,,,,,,,
HPIPONM226S,01-06-2001,150.13,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),126,150.13,,,,,,,,,,,,,
HPIPONM226S,01-07-2001,151.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),127,151.01,,,,,,,,,,,,,
HPIPONM226S,01-08-2001,151.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),128,151.72,,,,,,,,,,,,,
HPIPONM226S,01-09-2001,152.52,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),129,152.52,,,,,,,,,,,,,
HPIPONM226S,01-10-2001,153.44,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),130,153.44,,,,,,,,,,,,,
HPIPONM226S,01-11-2001,153.91,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),131,153.91,,,,,,,,,,,,,
HPIPONM226S,01-12-2001,154.91,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),132,154.91,,,,,,,,,,,,,
HPIPONM226S,01-01-2002,155.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),133,155.81,,,,,,,,,,,,,
HPIPONM226S,01-02-2002,156.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),134,156.72,,,,,,,,,,,,,
HPIPONM226S,01-03-2002,157.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),135,157.72,,,,,,,,,,,,,
HPIPONM226S,01-04-2002,158.54,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),136,158.54,,,,,,,,,,,,,
HPIPONM226S,01-05-2002,159.64,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),137,159.64,,,,,,,,,,,,,
HPIPONM226S,01-06-2002,160.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),138,160.62,,,,,,,,,,,,,
HPIPONM226S,01-07-2002,161.66,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),139,161.66,,,,,,,,,,,,,
HPIPONM226S,01-08-2002,162.68,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),140,162.68,,,,,,,,,,,,,
HPIPONM226S,01-09-2002,163.68,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),141,163.68,,,,,,,,,,,,,
HPIPONM226S,01-10-2002,164.83,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),142,164.83,,,,,,,,,,,,,
HPIPONM226S,01-11-2002,165.77,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),143,165.77,,,,,,,,,,,,,
HPIPONM226S,01-12-2002,166.97,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),144,166.97,,,,,,,,,,,,,
HPIPONM226S,01-01-2003,168.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),145,168.02,,,,,,,,,,,,,
HPIPONM226S,01-02-2003,169.05,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),146,169.05,,,,,,,,,,,,,
HPIPONM226S,01-03-2003,169.63,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),147,169.63,,,,,,,,,,,,,
HPIPONM226S,01-04-2003,170.65,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),148,170.65,,,,,,,,,,,,,
HPIPONM226S,01-05-2003,171.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),149,171.62,,,,,,,,,,,,,
HPIPONM226S,01-06-2003,172.4,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),150,172.4,,,,,,,,,,,,,
HPIPONM226S,01-07-2003,173.7,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),151,173.7,,,,,,,,,,,,,
HPIPONM226S,01-08-2003,174.96,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),152,174.96,,,,,,,,,,,,,
HPIPONM226S,01-09-2003,176.39,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),153,176.39,,,,,,,,,,,,,
HPIPONM226S,01-10-2003,177.44,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),154,177.44,,,,,,,,,,,,,
HPIPONM226S,01-11-2003,178.82,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),155,178.82,,,,,,,,,,,,,
HPIPONM226S,01-12-2003,180.32,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),156,180.32,,,,,,,,,,,,,
HPIPONM226S,01-01-2004,181.5,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),157,181.5,,,,,,,,,,,,,
HPIPONM226S,01-02-2004,182.85,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),158,182.85,,,,,,,,,,,,,
HPIPONM226S,01-03-2004,184.17,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),159,184.17,,,,,,,,,,,,,
HPIPONM226S,01-04-2004,185.71,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),160,185.71,,,,,,,,,,,,,
HPIPONM226S,01-05-2004,187.49,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),161,187.49,,,,,,,,,,,,,
HPIPONM226S,01-06-2004,189.38,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),162,189.38,,,,,,,,,,,,,
HPIPONM226S,01-07-2004,190.96,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),163,190.96,,,,,,,,,,,,,
HPIPONM226S,01-08-2004,192.34,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),164,192.34,,,,,,,,,,,,,
HPIPONM226S,01-09-2004,193.86,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),165,193.86,,,,,,,,,,,,,
HPIPONM226S,01-10-2004,195.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),166,195.33,,,,,,,,,,,,,
HPIPONM226S,01-11-2004,197.07,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),167,197.07,,,,,,,,,,,,,
HPIPONM226S,01-12-2004,198.8,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),168,198.8,,,,,,,,,,,,,
HPIPONM226S,01-01-2005,200.25,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),169,200.25,,,,,,,,,,,,,
HPIPONM226S,01-02-2005,201.64,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),170,201.64,,,,,,,,,,,,,
HPIPONM226S,01-03-2005,203.75,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),171,203.75,,,,,,,,,,,,,
HPIPONM226S,01-04-2005,205.53,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),172,205.53,,,,,,,,,,,,,
HPIPONM226S,01-05-2005,207.22,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),173,207.22,,,,,,,,,,,,,
HPIPONM226S,01-06-2005,209.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),174,209.02,,,,,,,,,,,,,
HPIPONM226S,01-07-2005,211.08,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),175,211.08,,,,,,,,,,,,,
HPIPONM226S,01-08-2005,212.61,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),176,212.61,,,,,,,,,,,,,
HPIPONM226S,01-09-2005,214.56,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),177,214.56,,,,,,,,,,,,,
HPIPONM226S,01-10-2005,215.75,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),178,215.75,,,,,,,,,,,,,
HPIPONM226S,01-11-2005,217.16,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),179,217.16,,,,,,,,,,,,,
HPIPONM226S,01-12-2005,218.49,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),180,218.49,,,,,,,,,,,,,
HPIPONM226S,01-01-2006,219.89,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),181,219.89,,,,,,,,,,,,,
HPIPONM226S,01-02-2006,220.3,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),182,220.3,,,,,,,,,,,,,
HPIPONM226S,01-03-2006,221.09,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),183,221.09,,,,,,,,,,,,,
HPIPONM226S,01-04-2006,221.54,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),184,221.54,,,,,,,,,,,,,
HPIPONM226S,01-05-2006,222.12,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),185,222.12,,,,,,,,,,,,,
HPIPONM226S,01-06-2006,222.13,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),186,222.13,,,,,,,,,,,,,
HPIPONM226S,01-07-2006,221.99,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),187,221.99,,,,,,,,,,,,,
HPIPONM226S,01-08-2006,222.63,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),188,222.63,,,,,,,,,,,,,
HPIPONM226S,01-09-2006,222.57,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),189,222.57,,,,,,,,,,,,,
HPIPONM226S,01-10-2006,222.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),190,222.81,,,,,,,,,,,,,
HPIPONM226S,01-11-2006,223.5,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),191,223.5,,,,,,,,,,,,,
HPIPONM226S,01-12-2006,223.58,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),192,223.58,,,,,,,,,,,,,
HPIPONM226S,01-01-2007,224.38,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),193,224.38,,,,,,,,,,,,,
HPIPONM226S,01-02-2007,224.4,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),194,224.4,,,,,,,,,,,,,
HPIPONM226S,01-03-2007,225.34,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),195,225.34,,,,,,,,,,,,,
HPIPONM226S,01-04-2007,225.36,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),196,225.36,,,,,,,,,,,,,
HPIPONM226S,01-05-2007,224.29,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),197,224.29,,,,,,,,,,,,,
HPIPONM226S,01-06-2007,223.44,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),198,223.44,,,,,,,,,,,,,
HPIPONM226S,01-07-2007,222.36,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),199,222.36,,,,,,,,,,,,,
HPIPONM226S,01-08-2007,221.31,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),200,221.31,,,,,,,,,,,,,
HPIPONM226S,01-09-2007,220.47,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),201,220.47,,,,,,,,,,,,,
HPIPONM226S,01-10-2007,218.64,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),202,218.64,,,,,,,,,,,,,
HPIPONM226S,01-11-2007,217.15,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),203,217.15,,,,,,,,,,,,,
HPIPONM226S,01-12-2007,216.03,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),204,216.03,,,,,,,,,,,,,
HPIPONM226S,01-01-2008,214.18,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),205,214.18,,,,,,,,,,,,,
HPIPONM226S,01-02-2008,212.87,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),206,212.87,,,,,,,,,,,,,
HPIPONM226S,01-03-2008,211.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),207,211.02,,,,,,,,,,,,,
HPIPONM226S,01-04-2008,208.71,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),208,208.71,,,,,,,,,,,,,
HPIPONM226S,01-05-2008,206.35,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),209,206.35,,,,,,,,,,,,,
HPIPONM226S,01-06-2008,205.07,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),210,205.07,,,,,,,,,,,,,
HPIPONM226S,01-07-2008,203.19,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),211,203.19,,,,,,,,,,,,,
HPIPONM226S,01-08-2008,201.13,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),212,201.13,,,,,,,,,,,,,
HPIPONM226S,01-09-2008,199.32,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),213,199.32,,,,,,,,,,,,,
HPIPONM226S,01-10-2008,197.68,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),214,197.68,,,,,,,,,,,,,
HPIPONM226S,01-11-2008,194.15,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),215,194.15,,,,,,,,,,,,,
HPIPONM226S,01-12-2008,193.6,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),216,193.6,,,,,,,,,,,,,
HPIPONM226S,01-01-2009,195.21,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),217,195.21,,,,,,,,,,,,,
HPIPONM226S,01-02-2009,195.56,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),218,195.56,,,,,,,,,,,,,
HPIPONM226S,01-03-2009,193.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),219,193.23,,,,,,,,,,,,,
HPIPONM226S,01-04-2009,191.94,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),220,191.94,,,,,,,,,,,,,
HPIPONM226S,01-05-2009,191.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),221,191.81,,,,,,,,,,,,,
HPIPONM226S,01-06-2009,191.71,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),222,191.71,,,,,,,,,,,,,
HPIPONM226S,01-07-2009,191.13,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),223,191.13,,,,,,,,,,,,,
HPIPONM226S,01-08-2009,190.86,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),224,190.86,,,,,,,,,,,,,
HPIPONM226S,01-09-2009,190.62,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),225,190.62,,,,,,,,,,,,,
HPIPONM226S,01-10-2009,190.99,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),226,190.99,,,,,,,,,,,,,
HPIPONM226S,01-11-2009,191.6,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),227,191.6,,,,,,,,,,,,,
HPIPONM226S,01-12-2009,189.73,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),228,189.73,,,,,,,,,,,,,
HPIPONM226S,01-01-2010,189.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),229,189.72,,,,,,,,,,,,,
HPIPONM226S,01-02-2010,189.03,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),230,189.03,,,,,,,,,,,,,
HPIPONM226S,01-03-2010,188.8,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),231,188.8,,,,,,,,,,,,,
HPIPONM226S,01-04-2010,189.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),232,189.01,,,,,,,,,,,,,
HPIPONM226S,01-05-2010,189.02,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),233,189.02,,,,,,,,,,,,,
HPIPONM226S,01-06-2010,187.09,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),234,187.09,,,,,,,,,,,,,
HPIPONM226S,01-07-2010,185.98,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),235,185.98,,,,,,,,,,,,,
HPIPONM226S,01-08-2010,185.79,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),236,185.79,,,,,,,,,,,,,
HPIPONM226S,01-09-2010,183.97,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),237,183.97,,,,,,,,,,,,,
HPIPONM226S,01-10-2010,184.28,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),238,184.28,,,,,,,,,,,,,
HPIPONM226S,01-11-2010,183.71,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),239,183.71,,,,,,,,,,,,,
HPIPONM226S,01-12-2010,182.33,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),240,182.33,,,,,,,,,,,,,
HPIPONM226S,01-01-2011,181.27,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),241,181.27,,,,,,,,,,,,,
HPIPONM226S,01-02-2011,179.66,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),242,179.66,,,,,,,,,,,,,
HPIPONM226S,01-03-2011,177.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),243,177.72,,,,,,,,,,,,,
HPIPONM226S,01-04-2011,178.09,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),244,178.09,,,,,,,,,,,,,
HPIPONM226S,01-05-2011,177.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),245,177.72,,,,,,,,,,,,,
HPIPONM226S,01-06-2011,178.27,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),246,178.27,,,,,,,,,,,,,
HPIPONM226S,01-07-2011,178.61,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),247,178.61,,,,,,,,,,,,,
HPIPONM226S,01-08-2011,178.1,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),248,178.1,,,,,,,,,,,,,
HPIPONM226S,01-09-2011,179.19,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),249,179.19,,,,,,,,,,,,,
HPIPONM226S,01-10-2011,178.17,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),250,178.17,,,,,,,,,,,,,
HPIPONM226S,01-11-2011,178.97,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),251,178.97,,,,,,,,,,,,,
HPIPONM226S,01-12-2011,179.56,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),252,179.56,,,,,,,,,,,,,
HPIPONM226S,01-01-2012,178.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),253,178.81,,,,,,,,,,,,,
HPIPONM226S,01-02-2012,179.29,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),254,179.29,,,,,,,,,,,,,
HPIPONM226S,01-03-2012,180.81,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),255,180.81,,,,,,,,,,,,,
HPIPONM226S,01-04-2012,181.74,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),256,181.74,,,,,,,,,,,,,
HPIPONM226S,01-05-2012,182.87,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),257,182.87,,,,,,,,,,,,,
HPIPONM226S,01-06-2012,183.61,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),258,183.61,,,,,,,,,,,,,
HPIPONM226S,01-07-2012,184.03,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),259,184.03,,,,,,,,,,,,,
HPIPONM226S,01-08-2012,185.21,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),260,185.21,,,,,,,,,,,,,
HPIPONM226S,01-09-2012,185.92,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),261,185.92,,,,,,,,,,,,,
HPIPONM226S,01-10-2012,186.87,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),262,186.87,,,,,,,,,,,,,
HPIPONM226S,01-11-2012,187.68,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),263,187.68,,,,,,,,,,,,,
HPIPONM226S,01-12-2012,188.65,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),264,188.65,,,,,,,,,,,,,
HPIPONM226S,01-01-2013,190.01,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),265,190.01,,,,,,,,,,,,,
HPIPONM226S,01-02-2013,191.25,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),266,191.25,,,,,,,,,,,,,
HPIPONM226S,01-03-2013,193.14,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),267,193.14,,,,,,,,,,,,,
HPIPONM226S,01-04-2013,194.16,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),268,194.16,,,,,,,,,,,,,
HPIPONM226S,01-05-2013,195.78,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),269,195.78,,,,,,,,,,,,,
HPIPONM226S,01-06-2013,196.89,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),270,196.89,,,,,,,,,,,,,
HPIPONM226S,01-07-2013,198.07,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),271,198.07,,,,,,,,,,,,,
HPIPONM226S,01-08-2013,198.72,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),272,198.72,,,,,,,,,,,,,
HPIPONM226S,01-09-2013,199.7,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),273,199.7,,,,,,,,,,,,,
HPIPONM226S,01-10-2013,200.23,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),274,200.23,,,,,,,,,,,,,
HPIPONM226S,01-11-2013,200.36,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),275,200.36,,,,,,,,,,,,,
HPIPONM226S,01-12-2013,201.52,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),276,201.52,,,,,,,,,,,,,
HPIPONM226S,01-01-2014,202.29,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),277,202.29,,,,,,,,,,,,,
HPIPONM226S,01-02-2014,203.18,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),278,203.18,,,,,,,,,,,,,
HPIPONM226S,01-03-2014,203.88,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),279,203.88,,,,,,,,,,,,,
HPIPONM226S,01-04-2014,204.47,hpi,FHFA Purchase-only house price index,Federal Housing Finance Agency (FHFA),280,204.47,,,,,,,,,,,,,
